prefix_len,encoding,attribute,group,group_n,metric,disparity,violation_80pct,severity,harm_dir,small_support
5,complex,Act5,A06,479,FDR,1.9696582092681905,True,severe,higher,False
5,complex,Res3,HR-pro,318,FDR,0.7697559310462536,True,moderate,lower,False
5,complex,Res5,HR-pro,187,FDR,1.9873205741626796,True,severe,higher,False
5,complex,Res5,deepResearch Inc.,292,FDR,1.965903890160183,True,severe,higher,False
5,complex,Act3,A11,831,FOR,1.3907142857142856,True,high,higher,False
5,complex,Act4,A03,831,FOR,1.3907142857142856,True,high,higher,False
5,complex,Res1,Front Desk,844,FOR,0.4923780487804877,True,severe,lower,False
5,complex,Res2,HR-pro,504,FOR,1.3619411123227916,True,high,higher,False
5,complex,Res3,HR-pro,318,FOR,1.9440353460972013,True,severe,higher,False
5,complex,Res3,Senior Partner,530,FOR,1.4910299003322258,True,high,higher,False
5,complex,Res4,HR-pro,308,FOR,1.4724123182207016,True,high,higher,False
5,complex,age_group,18-29,20,FOR,0.0,True,severe,lower,True
5,complex,age_group,65+,167,FOR,1.827956989247312,True,severe,higher,False
5,complex,religious_cat,F,725,FOR,1.2915851272015657,True,high,higher,False
5,complex,Act5,A01,577,FPR,0.0,True,severe,lower,False
5,complex,Act5,A06,479,FPR,0.4637223974763407,True,severe,lower,False
5,complex,Res1,Front Desk,844,FPR,1.3763295099061523,True,high,higher,False
5,complex,Res3,HR-pro,318,FPR,0.5577807446966325,True,high,lower,False
5,complex,Res5,HR-dummy,223,FPR,0.0,True,severe,lower,False
5,complex,Res5,HR-pro,187,FPR,0.1870503597122302,True,severe,lower,False
5,complex,Res5,Senior Partner,354,FPR,0.0,True,severe,lower,False
5,complex,Res5,deepResearch Inc.,292,FPR,0.6797752808988764,True,high,lower,False
5,complex,Act5,A06,479,FNR,10.0,True,severe,higher,False
5,complex,Res1,Front Desk,844,FNR,0.4412491760052736,True,severe,lower,False
5,complex,Res2,HR-pro,504,FNR,1.8367346938775508,True,severe,higher,False
5,complex,Res3,HR-pro,318,FNR,2.591575091575092,True,severe,higher,False
5,complex,Res4,HR-pro,308,FNR,1.746258503401361,True,severe,higher,False
5,complex,Res4,Senior Partner,548,FNR,0.6873249299719887,True,high,lower,False
5,complex,Res5,HR-pro,187,FNR,10.0,True,severe,higher,False
5,complex,Res5,deepResearch Inc.,292,FNR,10.0,True,severe,higher,False
5,complex,gender_cat,F,721,FNR,1.5353535353535357,True,severe,higher,False
5,complex,citizen_cat,F,766,FNR,1.4246031746031744,True,high,higher,False
5,complex,age_group,18-29,20,FNR,0.0,True,severe,lower,True
5,complex,age_group,65+,167,FNR,2.4967320261437917,True,severe,higher,False
5,complex,religious_cat,F,725,FNR,1.5682603686635943,True,severe,higher,False
5,complex,Act5,A06,479,TPR,0.6419753086419753,True,high,under,False
5,complex,Res5,HR-pro,187,TPR,0.375,True,severe,under,False
5,complex,Res5,deepResearch Inc.,292,TPR,0.7543859649122807,True,moderate,under,False
5,simple,Act3,A11,831,PPR,1.679878048780488,True,severe,over,False
5,simple,Act4,A03,831,PPR,1.679878048780488,True,severe,over,False
5,simple,Act5,A01,577,PPR,0.0,True,severe,under,False
5,simple,Act5,A06,479,PPR,0.3755868544600939,True,severe,under,False
5,simple,gender_cat,F,721,PPR,0.696911196911197,True,high,under,False
5,simple,citizen_cat,F,766,PPR,0.7475149105367793,True,high,under,False
5,simple,age_group,18-29,20,PPR,0.0161290322580645,True,severe,under,True
5,simple,age_group,30-44,424,PPR,0.4086021505376344,True,severe,under,False
5,simple,age_group,65+,167,PPR,0.1505376344086021,True,severe,under,False
5,simple,german_speaking_cat,F,726,PPR,0.6936416184971098,True,high,under,False
5,simple,religious_cat,F,725,PPR,0.7269155206286837,True,high,under,False
5,simple,Act3,A11,831,PPR,1.7465880073963194,True,severe,over,False
5,simple,Act4,A03,831,PPR,1.7465880073963194,True,severe,over,False
5,simple,Act5,A01,577,PPR,0.0,True,severe,under,False
5,simple,Act5,A06,479,PPR,0.5010438413361169,True,high,under,False
5,simple,Act5,A06,479,PPV,0.4862472160356347,True,severe,under,False
5,simple,Act5,A06,479,FDR,2.214078947368421,True,severe,higher,False
5,simple,Act3,A11,831,FOR,0.0,True,severe,lower,False
5,simple,Act4,A03,831,FOR,0.0,True,severe,lower,False
5,simple,gender_cat,F,721,FOR,0.7202614379084967,True,high,lower,False
5,simple,age_group,18-29,20,FOR,1.951762523191095,True,severe,higher,True
5,simple,german_speaking_cat,F,726,FOR,0.7377049180327868,True,high,lower,False
5,simple,Act3,A11,831,FPR,2.2977059884869835,True,severe,higher,False
5,simple,Act4,A03,831,FPR,2.2977059884869835,True,severe,higher,False
5,simple,Act5,A01,577,FPR,0.0,True,severe,lower,False
5,simple,Act5,A06,479,FPR,0.4984227129337539,True,severe,lower,False
5,simple,Act3,A11,831,FNR,0.0,True,severe,lower,False
5,simple,Act4,A03,831,FNR,0.0,True,severe,lower,False
5,simple,Act5,A06,479,FNR,10.0,True,severe,higher,False
5,simple,citizen_cat,F,766,FNR,1.2889266817838243,True,high,higher,False
5,simple,age_group,18-29,20,FNR,2.227405247813411,True,severe,higher,True
5,simple,age_group,65+,167,FNR,1.3757503001200482,True,high,higher,False
5,simple,Act3,A11,831,TPR,1.372093023255814,True,high,over,False
5,simple,Act4,A03,831,TPR,1.372093023255814,True,high,over,False
5,simple,Act5,A06,479,TPR,0.5061728395061729,True,high,under,False
