model_id,score_threshold,k,attribute_name,attribute_value,tpr,tnr,for,fdr,fpr,fnr,npv,precision,pp,pn,ppr,pprev,fp,fn,tn,tp,group_label_pos,group_label_neg,group_size,total_entities,prev,ppr_disparity,pprev_disparity,precision_disparity,fdr_disparity,for_disparity,fpr_disparity,fnr_disparity,tpr_disparity,tnr_disparity,npv_disparity,ppr_ref_group_value,pprev_ref_group_value,precision_ref_group_value,fdr_ref_group_value,for_ref_group_value,fpr_ref_group_value,fnr_ref_group_value,tpr_ref_group_value,tnr_ref_group_value,npv_ref_group_value
0,binary 0/1,890,Res1,Online System,0.8698412698412699,0.7388059701492538,0.09382151029748284,0.33816425120772947,0.26119402985074625,0.13015873015873017,0.9061784897025171,0.6618357487922706,414,437,0.4651685393258427,0.4864864864864865,140,41,396,274,315,536,851,1695,0.3701527614571093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Online System,Online System,Online System,Online System,Online System,Online System,Online System,Online System,Online System,Online System
0,binary 0/1,890,Res2,HR-dummy,0.9222222222222223,0.6855600539811066,0.06445672191528545,0.3595679012345679,0.3144399460188934,0.07777777777777778,0.9355432780847146,0.6404320987654321,648,543,0.7280898876404495,0.5440806045340051,233,35,508,415,450,741,1191,1695,0.3778337531486146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy
0,binary 0/1,890,Res2,HR-pro,0.8571428571428571,0.6967930029154519,0.08778625954198473,0.4297520661157025,0.3032069970845481,0.14285714285714285,0.9122137404580153,0.5702479338842975,242,262,0.27191011235955054,0.4801587301587302,104,23,239,138,161,343,504,1695,0.3194444444444444,0.37345679012345673,0.8825139623750734,0.8904112317036742,1.195190295463413,1.3619411123227916,0.9642763297839062,1.8367346938775508,0.929432013769363,1.016385069213287,0.9750631123399651,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy
0,binary 0/1,890,Res3,HR-dummy,0.9257950530035336,0.6648936170212766,0.05303030303030303,0.4190687361419069,0.3351063829787234,0.07420494699646643,0.946969696969697,0.5809312638580931,451,396,0.5067415730337078,0.5324675324675324,189,21,375,262,283,564,847,1695,0.33412042502951594,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy
0,binary 0/1,890,Res3,HR-pro,0.8076923076923077,0.8130841121495327,0.10309278350515463,0.3225806451612903,0.18691588785046728,0.19230769230769232,0.8969072164948454,0.6774193548387096,124,194,0.1393258426966292,0.389937106918239,40,20,174,84,104,214,318,1695,0.3270440251572327,0.2749445676274945,0.7323209081147416,1.1660920955429697,0.7697559310462536,1.9440353460972015,0.5577807446966325,2.5915750915750917,0.8724310041103934,1.2228785046728972,0.9471340206185567,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy
0,binary 0/1,890,Res3,Senior Partner,0.9241071428571429,0.6470588235294118,0.07906976744186046,0.34285714285714286,0.35294117647058826,0.07589285714285714,0.9209302325581395,0.6571428571428571,315,215,0.3539325842696629,0.5943396226415094,108,17,198,207,224,306,530,1695,0.4226415094339623,0.6984478935698448,1.116198803497469,1.1311886586695747,0.818140589569161,1.4910299003322258,1.0532212885154062,1.0227465986394557,0.9981767993456925,0.9731764705882353,0.9725023255813953,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy
0,binary 0/1,890,Res4,HR-dummy,0.9072847682119205,0.702048417132216,0.0691358024691358,0.3686635944700461,0.297951582867784,0.09271523178807947,0.9308641975308642,0.631336405529954,434,405,0.48764044943820223,0.5172824791418356,160,28,377,274,302,537,839,1695,0.3599523241954708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy
0,binary 0/1,890,Res4,HR-pro,0.8380952380952381,0.7389162561576355,0.10179640718562874,0.375886524822695,0.26108374384236455,0.1619047619047619,0.8982035928143712,0.624113475177305,141,167,0.15842696629213482,0.4577922077922078,53,17,150,88,105,203,308,1695,0.3409090909090909,0.3248847926267281,0.8849946136812495,0.9885593000983589,1.0195921985815601,1.4724123182207016,0.8762623152709359,1.7462585034013607,0.9237400069516858,1.0525146672590193,0.9649136739783033,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy
0,binary 0/1,890,Res4,Senior Partner,0.9362745098039216,0.6395348837209303,0.055793991416309016,0.39365079365079364,0.36046511627906974,0.06372549019607843,0.944206008583691,0.6063492063492063,315,233,0.3539325842696629,0.5748175182481752,124,13,220,191,204,344,548,1695,0.3722627737226277,0.7258064516129032,1.111225570991288,0.9604217356042172,1.0677777777777777,0.8070202329858983,1.2098110465116279,0.6873249299719887,1.031952196937169,0.9109555240268954,1.0143327147914982,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy,HR-dummy
0,binary 0/1,890,Res5,Coding Interviewer,1.0,0.0,,0.297339593114241,1.0,0.0,,0.702660406885759,639,0,0.7179775280898877,1.0,190,0,0,449,449,190,639,1695,0.702660406885759,1.0,1.0,1.0,1.0,,1.0,,1.0,,,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer
0,binary 0/1,890,Res5,HR-dummy,,1.0,0.0,,0.0,,1.0,,0,223,0.0,0.0,0,0,223,0,0,223,223,1695,0.0,0.0,0.0,,,,0.0,,,10.0,,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer
0,binary 0/1,890,Res5,HR-pro,0.375,0.8129496402877698,0.2097902097902098,0.5909090909090909,0.18705035971223022,0.625,0.7902097902097902,0.4090909090909091,44,143,0.04943820224719101,0.23529411764705882,26,30,113,18,48,139,187,1695,0.25668449197860965,0.06885758998435054,0.23529411764705882,0.5822028750759263,1.9873205741626794,,0.18705035971223022,10.0,0.375,10.0,,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer
0,binary 0/1,890,Res5,Senior Partner,,1.0,0.0,,0.0,,1.0,,0,354,0.0,0.0,0,0,354,0,0,354,354,1695,0.0,0.0,0.0,,,,0.0,,,10.0,,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer
0,binary 0/1,890,Res5,deepResearch Inc.,0.7543859649122807,0.3202247191011236,0.32941176470588235,0.5845410628019324,0.6797752808988764,0.24561403508771928,0.6705882352941176,0.41545893719806765,207,85,0.23258426966292134,0.708904109589041,121,28,57,86,114,178,292,1695,0.3904109589041096,0.32394366197183094,0.708904109589041,0.5912656144088312,1.965903890160183,,0.6797752808988764,10.0,0.7543859649122807,10.0,,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer
0,binary 0/1,890,gender_cat,F,0.8787878787878788,0.7,0.07547169811320754,0.42,0.3,0.12121212121212122,0.9245283018867925,0.58,350,371,0.39325842696629215,0.4854368932038835,147,28,343,203,231,490,721,1695,0.32038834951456313,0.6481481481481481,0.8755843221862639,0.8948571428571428,1.1936842105263157,1.091823899371069,0.9378947368421052,1.5353535353535355,0.9541125541125541,1.0292079207920792,0.9931813936110593,T,T,T,T,T,T,T,T,T,T
0,binary 0/1,890,gender_cat,T,0.9210526315789473,0.6801346801346801,0.06912442396313365,0.35185185185185186,0.31986531986531985,0.07894736842105263,0.9308755760368663,0.6481481481481481,540,434,0.6067415730337079,0.5544147843942505,190,30,404,350,380,594,974,1695,0.39014373716632444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,T,T,T,T,T,T,T,T,T,T
0,binary 0/1,890,citizen_cat,F,0.8849206349206349,0.7101167315175098,0.07360406091370558,0.40053763440860213,0.2898832684824903,0.11507936507936507,0.9263959390862944,0.5994623655913979,372,394,0.41797752808988764,0.4856396866840731,149,29,365,223,252,514,766,1695,0.3289817232375979,0.7181467181467182,0.8709638396322469,0.9409742587161943,1.1036090139556165,1.0431472081218274,0.8789013991224439,1.4246031746031744,0.9626863876863877,1.0595982643062318,0.9967244266085523,T,T,T,T,T,T,T,T,T,T
0,binary 0/1,890,citizen_cat,T,0.9192200557103064,0.6701754385964912,0.0705596107055961,0.36293436293436293,0.3298245614035088,0.0807799442896936,0.9294403892944039,0.637065637065637,518,411,0.5820224719101124,0.5575888051668461,188,29,382,330,359,570,929,1695,0.38643702906350913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,T,T,T,T,T,T,T,T,T,T
0,binary 0/1,890,age_group,18-29,1.0,0.6923076923076923,0.0,0.36363636363636365,0.3076923076923077,0.0,1.0,0.6363636363636364,11,9,0.012359550561797753,0.55,4,0,9,7,7,13,20,1695,0.35,0.019163763066202093,1.0386759581881533,1.0466267257098203,0.9276767676767677,0.0,0.96,0.0,1.0945558739255015,1.0188679245283019,1.069182389937107,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64
0,binary 0/1,890,age_group,30-44,0.9181286549707602,0.7075098814229249,0.07253886010362694,0.3203463203463203,0.2924901185770751,0.08187134502923976,0.927461139896373,0.6796536796536796,231,193,0.2595505617977528,0.5448113207547169,74,14,179,157,171,253,424,1695,0.4033018867924528,0.4024390243902439,1.0288771283939253,1.117825822696883,0.8172390572390572,1.1210551106924163,0.9125691699604742,0.9477228424596846,1.0049431123175656,1.041240957565814,0.9916251181281975,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64
0,binary 0/1,890,age_group,45-64,0.9136125654450262,0.6794871794871795,0.06470588235294118,0.39198606271777003,0.32051282051282054,0.08638743455497382,0.9352941176470588,0.60801393728223,574,510,0.6449438202247191,0.5295202952029521,225,33,477,349,382,702,1084,1695,0.35239852398523985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64
0,binary 0/1,890,age_group,65+,0.7843137254901961,0.7068965517241379,0.11827956989247312,0.4594594594594595,0.29310344827586204,0.21568627450980393,0.8817204301075269,0.5405405405405406,74,93,0.08314606741573034,0.4431137724550898,34,11,82,40,51,116,167,1695,0.30538922155688625,0.12891986062717772,0.8368211312566504,0.8890265623789979,1.1721321321321323,1.8279569892473118,0.9144827586206895,2.4967320261437913,0.8584751952356874,1.040338321405335,0.9427199567187394,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64
0,binary 0/1,890,german_speaking_cat,F,0.8921161825726142,0.7175257731958763,0.06951871657754011,0.38920454545454547,0.2824742268041237,0.1078838174273859,0.93048128342246,0.6107954545454546,352,374,0.3955056179775281,0.48484848484848486,137,26,348,215,241,485,726,1695,0.3319559228650138,0.6542750929368029,0.8732679959445759,0.9722128832705756,1.0469602272727274,0.9363302139037434,0.8460103092783505,1.2474066390041494,0.9765768862481279,1.07718781489807,1.0051063487595997,T,T,T,T,T,T,T,T,T,T
0,binary 0/1,890,german_speaking_cat,T,0.9135135135135135,0.666110183639399,0.07424593967517401,0.37174721189591076,0.333889816360601,0.08648648648648649,0.925754060324826,0.6282527881040892,538,431,0.604494382022472,0.5552115583075335,200,32,399,338,370,599,969,1695,0.38183694530443757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,T,T,T,T,T,T,T,T,T,T
0,binary 0/1,890,religious_cat,F,0.8790322580645161,0.7023060796645703,0.0821917808219178,0.39444444444444443,0.2976939203354298,0.12096774193548387,0.9178082191780822,0.6055555555555555,360,365,0.4044943820224719,0.496551724137931,142,30,335,218,248,477,725,1695,0.34206896551724136,0.6792452830188679,0.9087833441769682,0.9580431177446103,1.0720797720797721,1.2915851272015657,0.9266677417620814,1.5682603686635945,0.9525036109773712,1.034708229020374,0.9801835350445538,T,T,T,T,T,T,T,T,T,T
0,binary 0/1,890,religious_cat,T,0.9228650137741047,0.6787479406919276,0.06363636363636363,0.36792452830188677,0.3212520593080725,0.07713498622589532,0.9363636363636364,0.6320754716981132,530,440,0.5955056179775281,0.5463917525773195,195,28,412,335,363,607,970,1695,0.37422680412371134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,T,T,T,T,T,T,T,T,T,T
