model_id,score_threshold,k,attribute_name,attribute_value,tpr,tnr,for,fdr,fpr,fnr,npv,precision,pp,pn,ppr,pprev,fp,fn,tn,tp,group_label_pos,group_label_neg,group_size,total_entities,prev,ppr_disparity,pprev_disparity,precision_disparity,fdr_disparity,for_disparity,fpr_disparity,fnr_disparity,tpr_disparity,tnr_disparity,npv_disparity,ppr_ref_group_value,pprev_ref_group_value,precision_ref_group_value,fdr_ref_group_value,for_ref_group_value,fpr_ref_group_value,fnr_ref_group_value,tpr_ref_group_value,tnr_ref_group_value,npv_ref_group_value
0,binary 0/1,515,Act1,A08,0.9805825242718447,0.84375,0.15625,0.019417475728155338,0.15625,0.019417475728155338,0.84375,0.9805825242718447,515,64,1.0,0.8894645941278065,10,10,54,505,515,64,579,579,0.8894645941278065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A08,A08,A08,A08,A08,A08,A08,A08,A08,A08
0,binary 0/1,515,Act2,A12,0.9805825242718447,0.84375,0.15625,0.019417475728155338,0.15625,0.019417475728155338,0.84375,0.9805825242718447,515,64,1.0,0.8894645941278065,10,10,54,505,515,64,579,579,0.8894645941278065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A12,A12,A12,A12,A12,A12,A12,A12,A12,A12
0,binary 0/1,515,Act3,A03,0.9724409448818898,0.8518518518518519,0.23333333333333334,0.01593625498007968,0.14814814814814814,0.027559055118110236,0.7666666666666667,0.9840637450199203,251,30,0.487378640776699,0.8932384341637011,4,7,23,247,254,27,281,579,0.9039145907473309,0.9507575757575757,1.0082767173514504,1.0069489483924765,0.7011952191235059,2.6444444444444444,0.9135802469135802,2.3976377952755907,0.9837483977293536,1.016726403823178,0.8408602150537635,A11,A11,A11,A11,A11,A11,A11,A11,A11,A11
0,binary 0/1,515,Act3,A11,0.9885057471264368,0.8378378378378378,0.08823529411764706,0.022727272727272728,0.16216216216216217,0.011494252873563218,0.9117647058823529,0.9772727272727273,264,34,0.512621359223301,0.8859060402684564,6,3,31,258,261,37,298,579,0.8758389261744967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A11,A11,A11,A11,A11,A11,A11,A11,A11,A11
0,binary 0/1,515,Act4,A03,0.9885057471264368,0.8378378378378378,0.08823529411764706,0.022727272727272728,0.16216216216216217,0.011494252873563218,0.9117647058823529,0.9772727272727273,264,34,0.512621359223301,0.8859060402684564,6,3,31,258,261,37,298,579,0.8758389261744967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A03,A03,A03,A03,A03,A03,A03,A03,A03,A03
0,binary 0/1,515,Act4,A11,0.9724409448818898,0.8518518518518519,0.23333333333333334,0.01593625498007968,0.14814814814814814,0.027559055118110236,0.7666666666666667,0.9840637450199203,251,30,0.487378640776699,0.8932384341637011,4,7,23,247,254,27,281,579,0.9039145907473309,0.9507575757575757,1.0082767173514504,1.0069489483924765,0.7011952191235059,2.6444444444444444,0.9135802469135802,2.3976377952755907,0.9837483977293536,1.016726403823178,0.8408602150537635,A03,A03,A03,A03,A03,A03,A03,A03,A03,A03
0,binary 0/1,515,Act5,A05,0.994413407821229,0.7857142857142857,0.15384615384615385,0.008356545961002786,0.21428571428571427,0.00558659217877095,0.8461538461538461,0.9916434540389972,359,13,0.6970873786407767,0.9650537634408602,3,2,11,356,358,14,372,579,0.9623655913978495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A05,A05,A05,A05,A05,A05,A05,A05,A05,A05
0,binary 0/1,515,Act5,A06,0.9490445859872612,0.86,0.1568627450980392,0.04487179487179487,0.14,0.050955414012738856,0.8431372549019608,0.9551282051282052,156,51,0.3029126213592233,0.7536231884057971,7,8,43,149,157,50,207,579,0.7584541062801933,0.43454038997214484,0.7809131645876226,0.9631770383174878,5.369658119658119,1.0196078431372548,0.6533333333333334,9.121019108280255,0.954376297144493,1.0945454545454545,0.9964349376114082,A05,A05,A05,A05,A05,A05,A05,A05,A05,A05
0,binary 0/1,515,Act6,A02,1.0,0.6,0.0,0.03076923076923077,0.4,0.0,1.0,0.9692307692307692,65,3,0.1262135922330097,0.9558823529411765,2,0,3,63,63,5,68,579,0.9264705882352942,0.41666666666666663,1.2683823529411764,1.014765100671141,0.6857142857142857,0.0,2.857142857142857,0.0,1.0536912751677852,0.6976744186046512,1.1860465116279069,A05,A05,A05,A05,A05,A05,A05,A05,A05,A05
0,binary 0/1,515,Act6,A05,0.9490445859872612,0.86,0.1568627450980392,0.04487179487179487,0.14,0.050955414012738856,0.8431372549019608,0.9551282051282052,156,51,0.3029126213592233,0.7536231884057971,7,8,43,149,157,50,207,579,0.7584541062801933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A05,A05,A05,A05,A05,A05,A05,A05,A05,A05
0,binary 0/1,515,Act6,A07,0.9943181818181818,0.8333333333333334,0.16666666666666666,0.005681818181818182,0.16666666666666666,0.005681818181818182,0.8333333333333334,0.9943181818181818,176,6,0.341747572815534,0.967032967032967,1,1,5,175,176,6,182,579,0.967032967032967,1.1282051282051282,1.283178360101437,1.0410311165344721,0.12662337662337664,1.0625,1.1904761904761902,0.11150568181818181,1.0477043929225136,0.9689922480620156,0.9883720930232559,A05,A05,A05,A05,A05,A05,A05,A05,A05,A05
